Product Name,Category Name,Variant Name,Price,SKU,Barcode,Department,Stock Name,Stock Variant Name,Starting Quantity,Starting Value,Alert Level
LIFE TIME10944,2 PIECES,peach48,300000,,,Main Department,LIFE TIME10944,peach48,1,150000,1
LIFE TIME10944,2 PIECES,peach46,300000,,,Main Department,LIFE TIME10944,peach46,1,150000,1
LIFE TIME10944,2PIECES,peach42,300000,,,Main Department,LIFE TIME10944,peach42,1,150000,1
MILON 10664,2 PIECES,CREAM38,115000,,,Main Department,MILON 10664,CREAM38,1,57500,1
MILON 10664,2 PIECES,CREAM40,115000,,,Main Department,MILON 10664,CREAM40,1,57500,1
MILON 10664,2 PIECES,CREAM38,115000,,,Main Department,MILON 10664,CREAM38,1,57500,1
NERI 21410 ,2 PIECES,CREAM1,195000,,,Main Department,NERI 21410 ,CREAM1,1,97500,1
NERI 21410 ,2 PIECES,CREAM2,195000,,,Main Department,NERI 21410 ,CREAM2,1,97500,1
ZANZI 23759,TROUSERS,WHITE46,95000,,,Main Department,ZANZI 23759,WHITE46,1,47500,1
ZANZI 23759,TROUSERS,WHITE44,95000,,,Main Department,ZANZI 23759,WHITE44,1,47500,1
ZANZI 23759,TROUSERS,WHITE42,95000,,,Main Department,ZANZI 23759,WHITE42,1,47500,1
ZANZI 23759,TROUSERS,WHITE42,95000,,,Main Department,ZANZI 23759,WHITE42,1,47500,1
MANDO LINE 0362,SUITS,NUDE36,250000,,,Main Department,MANDO LINE 0362,NUDE36,1,125000,1
KAUSI 60089,SUITS,OFF WHITE40,300000,,,Main Department,KAUSI 60089,OFF WHITE40,1,150000,1
NESLY 8378,SUITS,OFF WHITE46,330000,,,Main Department,NESLY 8378,OFF WHITE46,1,165000,1
NESLY8378,SUITS,OFF WHITE44,330000,,,Main Department,NESLY8378,OFF WHITE44,1,165000,1
NESLY8378,SUITS,OFF WHITE42,330000,,,Main Department,NESLY8378,OFF WHITE42,1,165000,1
NESLY8378,SUITS,OFF WHITE38,330000,,,Main Department,NESLY8378,OFF WHITE38,1,165000,1
DIMARE 4660,SHORT DRESS,WHITE46,60000,,,Main Department,DIMARE 4660,WHITE46,1,30000,1
DIMARE 4660,SHORT DRESS,WHITE48,60000,,,Main Department,DIMARE 4660,WHITE48,1,30000,1
FAVORI 44201,SHORT DRESS,PEACH36,165000,,,Main Department,FAVORI 44201,PEACH36,1,82500,1
FAVORI 44201,SHORT DRESS,PEACH38,165000,,,Main Department,FAVORI 44201,PEACH38,1,82500,1
FAVORI 44201,SHORT DRESS,PEACH42,165000,,,Main Department,FAVORI 44201,PEACH42,1,82500,1
ZANZI 29478,2 PIECE,CREAM48,195000,,,Main Department,ZANZI 29478,CREAM48,1,97500,1
EROLOK 1051,2 PIECE,GOLD50,200000,,,Main Department,EROLOK 1051,GOLD50,1,100000,1
RENGIN 5684,DRESSESS,PINK38,200000,,,Main Department,RENGIN 5684,PINK38,1,100000,1
RENGIN 5684,DRESSESS,PINK44,200000,,,Main Department,RENGIN 5684,PINK44,1,100000,1
RENGIN 5684,DRESSESS,PINK40,200000,,,Main Department,RENGIN 5684,PINK40,1,100000,1
IVY 1251,DRESSESS,PINK42,200000,,,Main Department,IVY 1251,PINK42,1,100000,1
VIOL 1017,DRESSESS,PINK6,150000,,,Main Department,VIOL 1017,PINK6,1,75000,1
SHEFLY 1123,SHORT DRESS,PINK40,185000,,,Main Department,SHEFLY 1123,PINK40,1,92500,1
LAVIN 9508,SHORT DRESS,PINK44,245000,,,Main Department,LAVIN 9508,PINK44,1,122500,1
LAVIN 9508,SHORT DRESS,PINK36,245000,,,Main Department,LAVIN 9508,PINK36,1,122500,1
LAVIN 9508,SHORT DRESS,PINK46,245000,,,Main Department,LAVIN 9508,PINK46,1,122500,1
LAVIN 9508,SHORT DRESS,PINK42,245000,,,Main Department,LAVIN 9508,PINK42,1,122500,1
LAVIN 9508,SHORT DRESS,PINK48,245000,,,Main Department,LAVIN 9508,PINK48,1,122500,1
MAGRO 8961,SHORT DRESS,PURPLE46,265000,,,Main Department,MAGRO 8961,PURPLE46,1,132500,1
MAGRO 8961,SHORT DRESS,PURPLE44,265000,,,Main Department,MAGRO 8961,PURPLE44,1,132500,1
MAGRO 8961,SHORT DRESS,PURPLE42,265000,,,Main Department,MAGRO 8961,PURPLE42,1,132500,1
VALS  193,SHORT DRESS,PURPLE48,195000,,,Main Department,VALS  193,PURPLE48,1,97500,1
VALS  193,SHORT DRESS,PURPLE50,195000,,,Main Department,VALS  193,PURPLE50,1,97500,1
NOVEMBER 70873,SHORT DRESS,PINK42,250000,,,Main Department,NOVEMBER 70873,PINK42,1,125000,1
NOVEMBER 70873,SHORT DRESS,PINK44,250000,,,Main Department,NOVEMBER 70873,PINK44,1,125000,1
NOVEMBER 70873,SHORT DRESS,PINK48,250000,,,Main Department,NOVEMBER 70873,PINK48,1,125000,1
LADY MORGAN 6458,SHORT DRESS,PINK44,195000,,,Main Department,LADY MORGAN 6458,PINK44,1,97500,1
LADY MORGAN 6458,SHORT DRESS,PINK46,195000,,,Main Department,LADY MORGAN 6458,PINK46,1,97500,1
LADY MORGAN 6458,SHORT DRESS,PINK44,195000,,,Main Department,LADY MORGAN 6458,PINK44,1,97500,1
LADY MORGAN 6458,SHORT DRESS,PINK38,195000,,,Main Department,LADY MORGAN 6458,PINK38,1,97500,1
LADY MORGAN 6458,SHORT DRESS,PINK40,195000,,,Main Department,LADY MORGAN 6458,PINK40,1,97500,1
LADY MORGAN 6458,SHORT DRESS,PINK42,195000,,,Main Department,LADY MORGAN 6458,PINK42,1,97500,1
LADY MORGAN 5365,SHORT DRESS,PURPLE40,195000,,,Main Department,LADY MORGAN 5365,PURPLE40,1,97500,1
LADY MORGAN 5365,SHORT DRESS,PURPLE38,195000,,,Main Department,LADY MORGAN 5365,PURPLE38,1,97500,1
LAVIN 5008,SHORT DRESS,PINK38,245000,,,Main Department,LAVIN 5008,PINK38,1,122500,1
LAVIN 5008,SHORT DRESS,PINK42,245000,,,Main Department,LAVIN 5008,PINK42,1,122500,1
LAVIN 5008,SHORT DRESS,PINK40,245000,,,Main Department,LAVIN 5008,PINK40,1,122500,1
LADY MORGANA 1776,DRESSESS,PINK40,100000,,,Main Department,LADY MORGANA 1776,PINK40,1,50000,1
GREEN AND COUNTRY 5891,DRESSESS,PINK42,195000,,,Main Department,GREEN AND COUNTRY 5891,PINK42,1,97500,1
GREEN AND COUNTRY 5891,DRESSESS,PINK36,195000,,,Main Department,GREEN AND COUNTRY 5891,PINK36,1,97500,1
GREEN AND COUNTRY 5891,DRESSESS,PINK38,195000,,,Main Department,GREEN AND COUNTRY 5891,PINK38,1,97500,1
QMEK 274045 ,SHORT DRESS,PINK36,130000,,,Main Department,QMEK 274045 ,PINK36,1,65000,1
ESTA LIME 4901 P142,SHORT DRESS,PINK36,160000,,,Main Department,ESTA LIME 4901 P142,PINK36,1,80000,1
ESTA LIME 4901 P238,SHORT DRESS,PINK42,160000,,,Main Department,ESTA LIME 4901 P238,PINK42,1,80000,1
ESTA LIME 4901 P238,SHORT DRESS,PINK40,160000,,,Main Department,ESTA LIME 4901 P238,PINK40,1,80000,1
ESTA LIME 4901 P238,SHORT DRESS,PINK38,160000,,,Main Department,ESTA LIME 4901 P238,PINK38,1,80000,1
AZALEA 2851 PI40,DRESSESS,PINK40,150000,,,Main Department,AZALEA 2851 PI40,PINK40,1,75000,1
AZALEA 2851 PI36,DRESSESS,PINK38,150000,,,Main Department,AZALEA 2851 PI36,PINK38,1,75000,1
PERIETTI ORANGE 53986,DRESSESS,FLOWERS36,50000,,,Main Department,PERIETTI ORANGE 53986,FLOWERS36,1,25000,1
PERIETTI ORANGE 53986,DRESSESS,FLOWERS42,50000,,,Main Department,PERIETTI ORANGE 53986,FLOWERS42,1,25000,1
PERIETTI ORANGE 53986,DRESSESS,FLOWERS40,50000,,,Main Department,PERIETTI ORANGE 53986,FLOWERS40,1,25000,1
MAGRO 8260 ,DRESSESS,PINK36,120000,,,Main Department,MAGRO 8260 ,PINK36,1,60000,1
MAGRO 8260 ,DRESSESS,PINK38,120000,,,Main Department,MAGRO 8260 ,PINK38,1,60000,1
MISS GLORIA 5137,DRESSESS,PINK48,580000,,,Main Department,MISS GLORIA 5137,PINK48,1,290000,1
FUMEE 0752,DRESSESS,PINK44,495000,,,Main Department,FUMEE 0752,PINK44,1,247500,1
FUMEE 0752,DRESSESS,PINK48,495000,,,Main Department,FUMEE 0752,PINK48,1,247500,1
FUMEE 0752 ,DRESSESS,PINK46,495000,,,Main Department,FUMEE 0752 ,PINK46,1,247500,1
DRESS  ,DRESSESS,YELLOW46,200000,,,Main Department,DRESS  ,YELLOW46,1,100000,1
RAMONA 30028,DRESSESS,YELLOW44,200000,,,Main Department,RAMONA 30028,YELLOW44,1,100000,1
SATEN019,DRESSESS,YELLOW42,255000,,,Main Department,SATEN019,YELLOW42,1,127500,1
LADONAZELLA Y33,DRESSESS,YELLOW48,330000,,,Main Department,LADONAZELLA Y33,YELLOW48,1,165000,1
FOR COSTUME 8859,DRESSESS,YELLOW38,350000,,,Main Department,FOR COSTUME 8859,YELLOW38,1,175000,1
FOR COSTUME 8859,DRESSESS,YELLOW40,350000,,,Main Department,FOR COSTUME 8859,YELLOW40,1,175000,1
TIANA  3102,DRESSESS,YELLOW50,585000,,,Main Department,TIANA  3102,YELLOW50,1,292500,1
TIANA  3102,DRESSESS,YELLOW52,585000,,,Main Department,TIANA  3102,YELLOW52,1,292500,1
TIANA  3102,DRESSESS,YELLOW48,585000,,,Main Department,TIANA  3102,YELLOW48,1,292500,1
JANAL ABIYE 3122,DRESSESS,YELLOW42,450000,,,Main Department,JANAL ABIYE 3122,YELLOW42,1,225000,1
FOR COSTUME 9515,DRESSESS,YELLOW40,530000,,,Main Department,FOR COSTUME 9515,YELLOW40,1,265000,1
SORD STONE 24168 B 52,DRESSESS,YELLOW52,540000,,,Main Department,SORD STONE 24168 B 52,YELLOW52,1,270000,1
SORD STONE 24168,DRESSESS,YELLOW48,540000,,,Main Department,SORD STONE 24168,YELLOW48,1,270000,1
SORD STONE 24168,DRESSESS,YELLOW50,540000,,,Main Department,SORD STONE 24168,YELLOW50,1,270000,1
ILMIO 6178,DRESSESS,YELLOW40,365000,,,Main Department,ILMIO 6178,YELLOW40,1,182500,1
Miraline 1024,DRESSESS,YELLOW40,540000,,,Main Department,Miraline 1024,YELLOW40,1,270000,1
PICK UP  22900,CAMISOLE,YELLOW38,45000,,,Main Department,PICK UP  22900,YELLOW38,1,22500,1
PICK UP  22900,CAMISOLE,YELLOW36,45000,,,Main Department,PICK UP  22900,YELLOW36,1,22500,1
MOY MIR 4337,DRESSESS,YELLOW36,100000,,,Main Department,MOY MIR 4337,YELLOW36,1,50000,1
RISING STAR 23012,DRESSESS,YELLOW36,100000,,,Main Department,RISING STAR 23012,YELLOW36,1,50000,1
SHE FLY 20002,DRESSESS,YELLOW40,195000,,,Main Department,SHE FLY 20002,YELLOW40,1,97500,1
SHE FLY 20002,DRESSESS,YELLOW38,195000,,,Main Department,SHE FLY 20002,YELLOW38,1,97500,1
MISS FRENDY 16407,BRAZERS,YELLOW42,45000,,,Main Department,MISS FRENDY 16407,YELLOW42,1,22500,1
DOLCE WELLA 16293,BRAZERS,YELLOW50,45000,,,Main Department,DOLCE WELLA 16293,YELLOW50,1,22500,1
DOLCE WELLA 16293,BRAZERS,YELLOW52,45000,,,Main Department,DOLCE WELLA 16293,YELLOW52,1,22500,1
ESSE NAZI 6126,SUITS,YELLOW46,250000,,,Main Department,ESSE NAZI 6126,YELLOW46,1,125000,1
NORM 221015,DRESSESS,YELLOW36,185000,,,Main Department,NORM 221015,YELLOW36,1,92500,1
NORM 221015,DRESSESS,YELLOW40,185000,,,Main Department,NORM 221015,YELLOW40,1,92500,1
NORM 221015,DRESSESS,YELLOW38,185000,,,Main Department,NORM 221015,YELLOW38,1,92500,1
NORM 221015,DRESSESS,YELLOW42,185000,,,Main Department,NORM 221015,YELLOW42,1,92500,1
MIRA MIA 9603,SHORT DRESS,YELLOW48,210000,,,Main Department,MIRA MIA 9603,YELLOW48,1,105000,1
MIRA MIA 9603,SHORT DRESS,YELLOW42,210000,,,Main Department,MIRA MIA 9603,YELLOW42,1,105000,1
MIRA MIA 9603,SHORT DRESS,YELLOW44,210000,,,Main Department,MIRA MIA 9603,YELLOW44,1,105000,1
MIRA MIA 6004,SHORT DRESS,YELLOW36,210000,,,Main Department,MIRA MIA 6004,YELLOW36,1,105000,1
MIRA MIA 6004,SHORT DRESS,YELLOW40,210000,,,Main Department,MIRA MIA 6004,YELLOW40,1,105000,1
MIRA MIA 6004,SHORT DRESS,YELLOW42,210000,,,Main Department,MIRA MIA 6004,YELLOW42,1,105000,1
MONAMOR 1375,DRESSESS,YELLOW50,45000,,,Main Department,MONAMOR 1375,YELLOW50,1,22500,1
MONAMOR 1375,DRESSESS,YELLOW46,45000,,,Main Department,MONAMOR 1375,YELLOW46,1,22500,1
MONAMOR 1375,DRESSESS,YELLOW50,45000,,,Main Department,MONAMOR 1375,YELLOW50,1,22500,1
MONAMOR 1375,DRESSESS,YELLOW44,45000,,,Main Department,MONAMOR 1375,YELLOW44,1,22500,1
MONAMOR 1375,DRESSESS,YELLOW46,45000,,,Main Department,MONAMOR 1375,YELLOW46,1,22500,1
NORM 231016,SHORT DRESS,YELLOW40,235000,,,Main Department,NORM 231016,YELLOW40,1,117500,1
MONINTEL CYAN 6360 ,DRESSESS,YELLOW36,50000,,,Main Department,MONINTEL CYAN 6360 ,YELLOW36,1,25000,1
WOMMA 516120 3XL,DRESSESS,YELLOW3XL,50000,,,Main Department,WOMMA 516120 3XL,YELLOW3XL,1,25000,1
WOMMA 0009 3XL,DRESSESS,YELLOW3XL,200000,,,Main Department,WOMMA 0009 3XL,YELLOW3XL,1,100000,1
VELVET,DRESSESS,YELLOW40,60000,,,Main Department,VELVET,YELLOW40,1,30000,1
J194 ,CLUTCH,YELLOW,45000,,,Main Department,J194 ,YELLOW,1,22500,1
FOR COSTUME 8859,DRESSESS,YELLOW42,350000,,,Main Department,FOR COSTUME 8859,YELLOW42,1,175000,1
MAXXE 5278,DRESSESS,YELLOW40,495000,,,Main Department,MAXXE 5278,YELLOW40,1,247500,1
ELYSION 1407,DRESSESS,BROWN38,480000,,,Main Department,ELYSION 1407,BROWN38,1,240000,1
SATEN 5514,DRESSESS,MINT38,200000,,,Main Department,SATEN 5514,MINT38,1,100000,1
KEI KEI 961166,DRESSESS,YELLOW42,100000,,,Main Department,KEI KEI 961166,YELLOW42,1,50000,1
MORE-MUR 2074,DRESSESS,YELLOW38,120000,,,Main Department,MORE-MUR 2074,YELLOW38,1,60000,1
MORE-MUR 2074,DRESSESS,YELLOW44,120000,,,Main Department,MORE-MUR 2074,YELLOW44,1,60000,1
MORE-MUR 2074,DRESSESS,YELLOW40,120000,,,Main Department,MORE-MUR 2074,YELLOW40,1,60000,1
KEI KEI 961068,DRESSESS,YELLOW42,80000,,,Main Department,KEI KEI 961068,YELLOW42,1,40000,1
PRETTY DRESS 8653,DRESSESS,YELLOW38,200000,,,Main Department,PRETTY DRESS 8653,YELLOW38,1,100000,1
PRETTY DRESS 8653,DRESSESS,YELLOW40,200000,,,Main Department,PRETTY DRESS 8653,YELLOW40,1,100000,1
FOR COSTUME 6725,DRESSESS,YELLOW38,200000,,,Main Department,FOR COSTUME 6725,YELLOW38,1,100000,1
FOR COSTUME 6725,DRESSESS,YELLOW40,200000,,,Main Department,FOR COSTUME 6725,YELLOW40,1,100000,1
SATEN 1013,DRESSESS,PINK38,250000,,,Main Department,SATEN 1013,PINK38,1,125000,1
GRANAT  022747,DRESSESS,PEACH38,50000,,,Main Department,GRANAT  022747,PEACH38,1,25000,1
GRANAT  022747,DRESSESS,PEACH36,50000,,,Main Department,GRANAT  022747,PEACH36,1,25000,1
GRANAT  022747,DRESSESS,PEACH40,50000,,,Main Department,GRANAT  022747,PEACH40,1,25000,1
CHANNEL 20003,2 PIECES,PINKXXL,125000,,,Main Department,CHANNEL 20003,PINKXXL,1,62500,1
JUMPSUIT UNICHIC 5116,DRESSESS,PINK48,175000,,,Main Department,JUMPSUIT UNICHIC 5116,PINK48,1,87500,1
MYRANG 3456,SKIRTS,PINK40,100000,,,Main Department,MYRANG 3456,PINK40,1,50000,1
PHRRDY 7009,DRESSESS,PURPLE42,100000,,,Main Department,PHRRDY 7009,PURPLE42,1,50000,1
KEIKEI 963214,SHORT DRESS,PINK40,65000,,,Main Department,KEIKEI 963214,PINK40,1,32500,1
KEIKEI 963214,SHORT DRESS,PINK36,65000,,,Main Department,KEIKEI 963214,PINK36,1,32500,1
LAVIANA 5544,DRESSESS,PINK48,180000,,,Main Department,LAVIANA 5544,PINK48,1,90000,1
LADY MORGANA 6119,SHORT DRESS,PINK,100000,,,Main Department,LADY MORGANA 6119,PINK,1,50000,1
ESPERA 1125,DRESSESS,PINK3,100000,,,Main Department,ESPERA 1125,PINK3,1,50000,1
J195,CLUTCH,RAINBOW,55000,,,Main Department,J195,RAINBOW,1,27500,1
J050 J,CLUTCH,PINK,65000,,,Main Department,J050 J,PINK,1,32500,1
J050 J,CLUTCH,PINK,65000,,,Main Department,J050 J,PINK,1,32500,1
11686,CLUTCH,PINK,55000,,,Main Department,11686,PINK,1,27500,1
ORDELA 99800,DRESSESS,SILVER40,180000,,,Main Department,ORDELA 99800,SILVER40,1,90000,1
ORDELA 99800,DRESSESS,SILVER38,180000,,,Main Department,ORDELA 99800,SILVER38,1,90000,1
VIOL 6787,DRESSESS,GREY2,150000,,,Main Department,VIOL 6787,GREY2,1,75000,1
VIOL 6787,DRESSESS,GREY1,150000,,,Main Department,VIOL 6787,GREY1,1,75000,1
SENESSA 4024,SHORT DRESS,GREY36,100000,,,Main Department,SENESSA 4024,GREY36,1,50000,1
NESLY 8206,SUITS,GREY38,250000,,,Main Department,NESLY 8206,GREY38,1,125000,1
NESLY 8206,SUITS,GREY46,250000,,,Main Department,NESLY 8206,GREY46,1,125000,1
NEXX 24449,DRESSESS,WHITE46,100000,,,Main Department,NEXX 24449,WHITE46,1,50000,1
NEXX 24449,DRESSESS,WHITE50,100000,,,Main Department,NEXX 24449,WHITE50,1,50000,1
NEXX 24449,DRESSESS,WHITE48,100000,,,Main Department,NEXX 24449,WHITE48,1,50000,1
VENDE 735,DRESSESS,GREY36,1000,,,Main Department,VENDE 735,GREY36,1,1000,1
ELEGANT LINE 5636,DRESSESS,GREY54,100000,,,Main Department,ELEGANT LINE 5636,GREY54,1,50000,1
REAR PASSING 5055,DRESSESS,GREY50,100000,,,Main Department,REAR PASSING 5055,GREY50,1,50000,1
EXPLOSION 1012,SHORT DRESS,WHITE44,50000,,,Main Department,EXPLOSION 1012,WHITE44,1,25000,1
LADY MORGANA 6216,DRESSESS,GREY50,100000,,,Main Department,LADY MORGANA 6216,GREY50,1,50000,1
SLN 47466,SUITS,GREY38,350000,,,Main Department,SLN 47466,GREY38,1,175000,1
SLN 47466,SUITS,GREY40,350000,,,Main Department,SLN 47466,GREY40,1,175000,1
SLN 47466,SUITS,GREY42,350000,,,Main Department,SLN 47466,GREY42,1,175000,1
ESAY 5050,DRESSESS,WHITE36,100000,,,Main Department,ESAY 5050,WHITE36,1,50000,1
STYLE 20157,DRESSESS,SILVER16,570000,,,Main Department,STYLE 20157,SILVER16,1,285000,1
IDEAL 456,DRESSESS,SILVER18,950000,,,Main Department,IDEAL 456,SILVER18,1,475000,1
IDEAL 456,DRESSESS,SILVER20,950000,,,Main Department,IDEAL 456,SILVER20,1,475000,1
IDEAL 2022,DRESSESS,SILVER20,930000,,,Main Department,IDEAL 2022,SILVER20,1,465000,1
IDEAL 2022,DRESSESS,SILVER24,930000,,,Main Department,IDEAL 2022,SILVER24,1,465000,1
IDEAL 2022,DRESSESS,SILVER18,930000,,,Main Department,IDEAL 2022,SILVER18,1,465000,1
IDEAL 382,DRESSESS,SILVER18,890000,,,Main Department,IDEAL 382,SILVER18,1,445000,1
IDEAL 382,DRESSESS,SILVER22,890000,,,Main Department,IDEAL 382,SILVER22,1,445000,1
IDEAL STAR 980,DRESSESS,SILVER16,900000,,,Main Department,IDEAL STAR 980,SILVER16,1,450000,1
IDEAL STAR 980,DRESSESS,SILVER20,900000,,,Main Department,IDEAL STAR 980,SILVER20,1,450000,1
IDEAL STAR 339,DRESSESS,SILVER16,930000,,,Main Department,IDEAL STAR 339,SILVER16,1,465000,1
IDEAL STAR 339,DRESSESS,SILVER20,930000,,,Main Department,IDEAL STAR 339,SILVER20,1,465000,1
IDEAL STAR 339,DRESSESS,SILVER24,930000,,,Main Department,IDEAL STAR 339,SILVER24,1,465000,1
ELYSION 9203,DRESSESS,SILVER50,620000,,,Main Department,ELYSION 9203,SILVER50,1,310000,1
B10,CLUTCH,SILVER ,65000,,,Main Department,B10,SILVER ,1,32500,1
IDEAL 382,DRESSESS,SILVER 18,890000,,,Main Department,IDEAL 382,SILVER 18,1,445000,1
UNICHIC URBAM 1212,2 PIECE,WHITE5,60000,,,Main Department,UNICHIC URBAM 1212,WHITE5,1,30000,1
UNICHIC URBAM 1212,2 PIECE,WHITE6,60000,,,Main Department,UNICHIC URBAM 1212,WHITE6,1,30000,1
FUMEE 0763,DRESSESS,GREY48,450000,,,Main Department,FUMEE 0763,GREY48,1,225000,1
FUMEE 0763,DRESSESS,GREY44,450000,,,Main Department,FUMEE 0763,GREY44,1,225000,1
FUMEE  0763,DRESSESS,GREY46,450000,,,Main Department,FUMEE  0763,GREY46,1,225000,1
FUMEE 0736,DRESSESS,GREY46,550000,,,Main Department,FUMEE 0736,GREY46,1,275000,1
FUMEE  0736,DRESSESS,GREY42,550000,,,Main Department,FUMEE  0736,GREY42,1,275000,1
FUMEE 0736,DRESSESS,GREY44,550000,,,Main Department,FUMEE 0736,GREY44,1,275000,1
FOR CUSTUME 8779,DRESSESS,GRAY38,270000,,,Main Department,FOR CUSTUME 8779,GRAY38,1,135000,1
FOR CUSTUME 8779,DRESSESS,GRAY42,270000,,,Main Department,FOR CUSTUME 8779,GRAY42,1,135000,1
FOR CUSTUME 8779,DRESSESS,GRAY40,270000,,,Main Department,FOR CUSTUME 8779,GRAY40,1,135000,1
JALUZZZ 3175,DRESSESS,GREY38,480000,,,Main Department,JALUZZZ 3175,GREY38,1,240000,1
FUMEE  0638,DRESSES,GREY46,300000,,,Main Department,FUMEE  0638,GREY46,1,150000,1
FUMEE  0638,DRESSES,GREY48,300000,,,Main Department,FUMEE  0638,GREY48,1,150000,1
FUMEE  0638,DRESSESS,GREY44,300000,,,Main Department,FUMEE  0638,GREY44,1,150000,1
ELLIE HARA 7071,DRESSESS,GREY40,450000,,,Main Department,ELLIE HARA 7071,GREY40,1,225000,1
ELLIE HARA 7071,DRESSESS,GREY44,450000,,,Main Department,ELLIE HARA 7071,GREY44,1,225000,1
ELLIE HARA 7071,DRESSESS,GREY38,450000,,,Main Department,ELLIE HARA 7071,GREY38,1,225000,1
ELLIE HARA 7071,DRESSESS,GREY42,450000,,,Main Department,ELLIE HARA 7071,GREY42,1,225000,1
SNOW DROP 1140,DRESSES,GREY60,450000,,,Main Department,SNOW DROP 1140,GREY60,1,225000,1
SNOW DROP 1140,DRESSES,GREY58,450000,,,Main Department,SNOW DROP 1140,GREY58,1,225000,1
SNOW DROP 1141,DRESSES,GREY56,450000,,,Main Department,SNOW DROP 1141,GREY56,1,225000,1
SNOW DROP 1140 ,DRESSESS,GREY54,450000,,,Main Department,SNOW DROP 1140 ,GREY54,1,225000,1
FA MARY 2303,DRESSESS,GREY38,370000,,,Main Department,FA MARY 2303,GREY38,1,185000,1
FA MARY 2303,DRESSESS,GREY42,370000,,,Main Department,FA MARY 2303,GREY42,1,185000,1
INVITO 1660,DRESSESS,GREY42,660000,,,Main Department,INVITO 1660,GREY42,1,330000,1
MADARAT 20460,DRESSESS,RED44,450000,,,Main Department,MADARAT 20460,RED44,1,225000,1
HAKEEM 0600,DRESSESS,GREY44,350000,,,Main Department,HAKEEM 0600,GREY44,1,175000,1
HAKEEM 0600,DRESSESS,GREY48,350000,,,Main Department,HAKEEM 0600,GREY48,1,175000,1
FROM FASHION 5634,DRESSESS,GREY46,630000,,,Main Department,FROM FASHION 5634,GREY46,1,315000,1
FROM FASHION 5634,DRESSESS,GREY48,630000,,,Main Department,FROM FASHION 5634,GREY48,1,315000,1
ELLA BELLA 4510,DRESSESS,GREY40,600000,,,Main Department,ELLA BELLA 4510,GREY40,1,300000,1
ELLA BELLA 4510,DRESSESS,GREY42,600000,,,Main Department,ELLA BELLA 4510,GREY42,1,300000,1
ELLA BELLA 4510,DRESSESS,GREY38,600000,,,Main Department,ELLA BELLA 4510,GREY38,1,300000,1
ELISHA 3268,DRESSESS,GREY48,450000,,,Main Department,ELISHA 3268,GREY48,1,225000,1
ELISHA 3268,DRESSESS,GREY42,450000,,,Main Department,ELISHA 3268,GREY42,1,225000,1
ELISHA 3268,DRESSESS,GREY46,450000,,,Main Department,ELISHA 3268,GREY46,1,225000,1
SWORD STONE 2112,DRESSESS,GREY58,500000,,,Main Department,SWORD STONE 2112,GREY58,1,250000,1
SWORD STONE 2112,DRESSESS,GREY60,500000,,,Main Department,SWORD STONE 2112,GREY60,1,250000,1
ARIKAN 3441,DRESSESS,GREYL,435000,,,Main Department,ARIKAN 3441,GREYL,1,217500,1
ARIKAN 3441,DRESSESS,GREYXL,435000,,,Main Department,ARIKAN 3441,GREYXL,1,217500,1
ARIKAN 3441,DRESSESS,GREYXXL,435000,,,Main Department,ARIKAN 3441,GREYXXL,1,217500,1
MAXXE 4075,DRESSESS,GOLD1,150000,,,Main Department,MAXXE 4075,GOLD1,1,75000,1
EXITELINE PG 4075,2 PIECES,PG52,200000,,,Main Department,EXITELINE PG 4075,PG52,1,100000,1
EXITELINE PG 4075,2 PIECES,PG56,200000,,,Main Department,EXITELINE PG 4075,PG56,1,100000,1
EXITELINE PG 4075,2 PIECES,PG50,200000,,,Main Department,EXITELINE PG 4075,PG50,1,100000,1
EXITELINE PG 4075,2 PIECES,PG54,200000,,,Main Department,EXITELINE PG 4075,PG54,1,100000,1
FRENDY 16401,BRAZERS,MY42,45000,,,Main Department,FRENDY 16401,MY42,1,22500,1
FRENDY 16401,BRAZERS,MA38,45000,,,Main Department,FRENDY 16401,MA38,1,22500,1
FRENDY 16401,BRAZERS,MA46,45000,,,Main Department,FRENDY 16401,MA46,1,22500,1
JUPITER 1518,2 PIECES,PEACH46,235000,,,Main Department,JUPITER 1518,PEACH46,1,117500,1
